# Time-averaged data for fix ave_vol
# TimeStep v_vol_step v_lx_step v_ly_step v_lz_step
5000 5779.33 12.6895 21.9788 20.7218
10000 5778.56 12.6889 21.9778 20.7209
15000 5777.39 12.688 21.9763 20.7195
20000 5780.32 12.6902 21.98 20.723
25000 5774.61 12.686 21.9728 20.7161
30000 5773.86 12.6854 21.9718 20.7152
35000 5777.81 12.6883 21.9768 20.7199
40000 5765.22 12.6791 21.9609 20.7049
45000 5768.36 12.6814 21.9649 20.7087
50000 5775.44 12.6866 21.9738 20.7171
