# Time-averaged data for fix ave_vol
# TimeStep v_vol_step v_lx_step v_ly_step v_lz_step
5000 5552.96 12.5216 21.688 20.4477
10000 5554.93 12.5231 21.6906 20.4501
15000 5547.4 12.5174 21.6808 20.4408
20000 5553.11 12.5217 21.6882 20.4478
25000 5549.26 12.5188 21.6832 20.4431
30000 5546.16 12.5165 21.6791 20.4393
35000 5542.45 12.5137 21.6743 20.4347
40000 5547.77 12.5177 21.6813 20.4413
45000 5543.87 12.5148 21.6762 20.4365
50000 5550.41 12.5197 21.6847 20.4445
