# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
5000 -4.47526
10000 -4.47593
15000 -4.47536
20000 -4.4758
25000 -4.47624
30000 -4.47635
35000 -4.47643
40000 -4.47663
45000 -4.4766
50000 -4.47649
