# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
5000 -4.37306
10000 -4.37185
15000 -4.37461
20000 -4.37422
25000 -4.37476
30000 -4.37495
35000 -4.37339
40000 -4.37576
45000 -4.37617
50000 -4.37408
