# Time-averaged data for fix ave_vol
# TimeStep v_vol_step v_lx_step v_ly_step v_lz_step
5000 5771.56 12.6838 21.9689 20.7125
10000 5780.84 12.6905 21.9807 20.7236
15000 5776.18 12.6871 21.9748 20.718
20000 5774.55 12.6859 21.9727 20.7161
25000 5771.44 12.6837 21.9688 20.7123
30000 5778.8 12.6891 21.9781 20.7211
35000 5780.02 12.69 21.9796 20.7226
40000 5771.52 12.6837 21.9689 20.7125
45000 5770.74 12.6832 21.9679 20.7115
50000 5772.38 12.6844 21.97 20.7135
