# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
5000 -4.4805
10000 -4.48068
15000 -4.48128
20000 -4.48115
25000 -4.48149
30000 -4.48148
35000 -4.48141
40000 -4.48151
45000 -4.48146
50000 -4.48143
