# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
5000 -4.47335
10000 -4.47363
15000 -4.47402
20000 -4.47369
25000 -4.47447
30000 -4.47469
35000 -4.4748
40000 -4.47474
45000 -4.4738
50000 -4.4741
