# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
5000 -4.37423
10000 -4.37345
15000 -4.37377
20000 -4.37346
25000 -4.37628
30000 -4.37241
35000 -4.37394
40000 -4.3751
45000 -4.37532
50000 -4.375
