# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
5000 -4.44169
10000 -4.44228
15000 -4.44302
20000 -4.44367
25000 -4.44453
30000 -4.44501
35000 -4.44447
40000 -4.44409
45000 -4.44515
50000 -4.44513
