# Time-averaged data for fix ave_vol
# TimeStep v_vol_step v_lx_step v_ly_step v_lz_step
5000 5448.64 12.4427 21.5514 20.3188
10000 5454.16 12.4469 21.5586 20.3257
15000 5450.9 12.4444 21.5543 20.3216
20000 5453.94 12.4467 21.5583 20.3254
25000 5457.47 12.4494 21.563 20.3298
30000 5458.14 12.4499 21.5639 20.3306
35000 5458.18 12.4499 21.5639 20.3307
40000 5461.91 12.4528 21.5688 20.3353
45000 5458.26 12.45 21.564 20.3308
50000 5460.81 12.4519 21.5674 20.3339
