# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
5000 -4.44195
10000 -4.44501
15000 -4.44565
20000 -4.44541
25000 -4.44474
30000 -4.44546
35000 -4.44617
40000 -4.44597
45000 -4.44439
50000 -4.44503
