# Time-averaged data for fix ave_vol
# TimeStep v_vol_step v_lx_step v_ly_step v_lz_step
5000 9750.67 21.3638 21.3638 21.3638
10000 9740.68 21.3565 21.3565 21.3565
15000 9729 21.3479 21.3479 21.3479
20000 9735.79 21.3529 21.3529 21.3529
25000 9727.24 21.3466 21.3466 21.3466
30000 9745.8 21.3602 21.3602 21.3602
35000 9735.66 21.3528 21.3528 21.3528
40000 9742.5 21.3578 21.3578 21.3578
45000 9731.07 21.3494 21.3494 21.3494
50000 9734.23 21.3518 21.3518 21.3518
