# Time-averaged data for fix ave_vol
# TimeStep v_vol_step v_lx_step v_ly_step v_lz_step
5000 5923.59 12.7942 22.1602 20.8928
10000 5914.6 12.7877 22.149 20.8823
15000 5905.67 12.7813 22.1378 20.8717
20000 5879.26 12.7622 22.1048 20.8406
25000 5854.92 12.7446 22.0742 20.8118
30000 5847.99 12.7395 22.0655 20.8036
35000 5844.06 12.7367 22.0606 20.7989
40000 5835.29 12.7303 22.0495 20.7885
45000 5823.09 12.7214 22.0342 20.774
50000 5823.43 12.7217 22.0346 20.7744
