# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
5000 -4.36542
10000 -4.36951
15000 -4.37082
20000 -4.37144
25000 -4.37068
30000 -4.37008
35000 -4.36993
40000 -4.37086
45000 -4.37103
50000 -4.37108
