# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
5000 -4.31805
10000 -4.31838
15000 -4.32134
20000 -4.32165
25000 -4.32035
30000 -4.32054
35000 -4.3203
40000 -4.32056
45000 -4.32089
50000 -4.32121
