# Time-averaged data for fix ave_vol
# TimeStep v_vol_step v_lx_step v_ly_step v_lz_step
5000 9593.18 21.2481 21.2481 21.2481
10000 9607.72 21.2589 21.2589 21.2589
15000 9603.29 21.2556 21.2556 21.2556
20000 9593.3 21.2482 21.2482 21.2482
25000 9594.22 21.2489 21.2489 21.2489
30000 9592.72 21.2478 21.2478 21.2478
35000 9588.59 21.2447 21.2447 21.2447
40000 9591.73 21.2471 21.2471 21.2471
45000 9587.15 21.2437 21.2437 21.2437
50000 9590.66 21.2463 21.2463 21.2463
