# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
5000 -3.38992
10000 -3.39494
15000 -3.39693
20000 -3.39946
25000 -3.40327
30000 -3.40683
35000 -3.411
40000 -3.4145
45000 -3.4167
50000 -3.41899
