# DHCP structure - OPTIMIZED (smaller supercell)
# Composition: {'Al': 0.75, 'Fe': 0.0, 'Ni': 0.25}
# Generated for Assignment 2 - MM309 (Optimized)

432 atoms
3 atom types

0.0 16.62054489 xlo xhi
0.0 28.78762820 ylo yhi
0.0 27.14123615 zlo zhi

Masses

1 26.9815  # Al
2 55.8450  # Fe
3 58.6934  # Ni

Atoms # atomic

1 3 0.00000000 0.00000000 0.00000000
2 1 0.00000000 4.79793803 0.00000000
3 1 0.00000000 9.59587607 0.00000000
4 3 0.00000000 14.39381410 0.00000000
5 1 0.00000000 19.19175213 0.00000000
6 1 0.00000000 23.98969017 0.00000000
7 1 2.77009082 0.00000000 0.00000000
8 1 2.77009082 4.79793803 0.00000000
9 1 2.77009082 9.59587607 0.00000000
10 1 2.77009082 14.39381410 0.00000000
11 1 2.77009082 19.19175213 0.00000000
12 1 2.77009082 23.98969017 0.00000000
13 1 5.54018163 0.00000000 0.00000000
14 1 5.54018163 4.79793803 0.00000000
15 1 5.54018163 9.59587607 0.00000000
16 1 5.54018163 14.39381410 0.00000000
17 1 5.54018163 19.19175213 0.00000000
18 1 5.54018163 23.98969017 0.00000000
19 3 8.31027245 0.00000000 0.00000000
20 1 8.31027245 4.79793803 0.00000000
21 3 8.31027245 9.59587607 0.00000000
22 1 8.31027245 14.39381410 0.00000000
23 1 8.31027245 19.19175213 0.00000000
24 1 8.31027245 23.98969017 0.00000000
25 1 11.08036326 0.00000000 0.00000000
26 1 11.08036326 4.79793803 0.00000000
27 1 11.08036326 9.59587607 0.00000000
28 1 11.08036326 14.39381410 0.00000000
29 3 11.08036326 19.19175213 0.00000000
30 3 11.08036326 23.98969017 0.00000000
31 3 13.85045408 0.00000000 0.00000000
32 1 13.85045408 4.79793803 0.00000000
33 3 13.85045408 9.59587607 0.00000000
34 1 13.85045408 14.39381410 0.00000000
35 3 13.85045408 19.19175213 0.00000000
36 1 13.85045408 23.98969017 0.00000000
37 1 1.38504541 2.39896902 2.26176968
38 1 1.38504541 7.19690705 2.26176968
39 1 1.38504541 11.99484508 2.26176968
40 3 1.38504541 16.79278312 2.26176968
41 1 1.38504541 21.59072115 2.26176968
42 3 1.38504541 26.38865919 2.26176968
43 1 4.15513622 2.39896902 2.26176968
44 1 4.15513622 7.19690705 2.26176968
45 1 4.15513622 11.99484508 2.26176968
46 3 4.15513622 16.79278312 2.26176968
47 3 4.15513622 21.59072115 2.26176968
48 1 4.15513622 26.38865919 2.26176968
49 3 6.92522704 2.39896902 2.26176968
50 1 6.92522704 7.19690705 2.26176968
51 3 6.92522704 11.99484508 2.26176968
52 1 6.92522704 16.79278312 2.26176968
53 1 6.92522704 21.59072115 2.26176968
54 1 6.92522704 26.38865919 2.26176968
55 1 9.69531785 2.39896902 2.26176968
56 1 9.69531785 7.19690705 2.26176968
57 1 9.69531785 11.99484508 2.26176968
58 1 9.69531785 16.79278312 2.26176968
59 1 9.69531785 21.59072115 2.26176968
60 1 9.69531785 26.38865919 2.26176968
61 1 12.46540867 2.39896902 2.26176968
62 1 12.46540867 7.19690705 2.26176968
63 1 12.46540867 11.99484508 2.26176968
64 1 12.46540867 16.79278312 2.26176968
65 3 12.46540867 21.59072115 2.26176968
