# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
5000 -3.3347
10000 -3.33751
15000 -3.34229
20000 -3.3437
25000 -3.34436
30000 -3.34486
35000 -3.3453
40000 -3.34608
45000 -3.34866
50000 -3.35334
