# Time-averaged data for fix ave_vol
# TimeStep v_vol_step v_lx_step v_ly_step v_lz_step
5000 7375.39 13.764 23.8399 22.4764
10000 7267.89 13.6968 23.7236 22.3668
15000 7250.89 13.6861 23.705 22.3493
20000 7194.72 13.6507 23.6436 22.2914
25000 7143.9 13.6184 23.5878 22.2388
30000 7150.36 13.6225 23.5949 22.2455
35000 7128.94 13.609 23.5714 22.2233
40000 7146.46 13.6201 23.5907 22.2415
45000 7118.86 13.6025 23.5603 22.2128
50000 7085.72 13.5814 23.5236 22.1783
