# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
5000 -3.3743
10000 -3.38839
15000 -3.39067
20000 -3.395
25000 -3.40014
30000 -3.40342
35000 -3.4064
40000 -3.40728
45000 -3.4099
50000 -3.40787
