# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
5000 -4.20558
10000 -4.20569
15000 -4.20596
20000 -4.20546
25000 -4.20563
30000 -4.20604
35000 -4.20589
40000 -4.20663
45000 -4.20638
50000 -4.20725
