# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
5000 -4.23152
10000 -4.23148
15000 -4.23181
20000 -4.23197
25000 -4.232
30000 -4.23213
35000 -4.232
40000 -4.23195
45000 -4.23188
50000 -4.23193
