# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
5000 -4.26545
10000 -4.26621
15000 -4.26644
20000 -4.2664
25000 -4.26629
30000 -4.26653
35000 -4.26715
40000 -4.26779
45000 -4.26801
50000 -4.2686
