# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
5000 -4.2878
10000 -4.28817
15000 -4.29033
20000 -4.29258
25000 -4.29275
30000 -4.2938
35000 -4.29487
40000 -4.2944
45000 -4.29459
50000 -4.29459
