# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
5000 -4.27196
10000 -4.26954
15000 -4.27317
20000 -4.27557
25000 -4.28179
30000 -4.2825
35000 -4.28352
40000 -4.28334
45000 -4.28703
50000 -4.29356
