# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
5000 -4.20246
10000 -4.21492
15000 -4.22798
20000 -4.23825
25000 -4.24623
30000 -4.24773
35000 -4.25512
40000 -4.25791
45000 -4.25921
50000 -4.26198
