# Time-averaged data for fix ave_vol
# TimeStep v_vol_step v_lx_step v_ly_step v_lz_step
5000 5766.07 12.6798 21.962 20.706
10000 5777.78 12.6883 21.9768 20.72
15000 5755.86 12.6723 21.949 20.6937
20000 5743.36 12.6631 21.9331 20.6787
25000 5738.47 12.6595 21.9269 20.6729
30000 5737.72 12.6589 21.9259 20.672
35000 5739.72 12.6604 21.9285 20.6744
40000 5739.48 12.6602 21.9282 20.6741
45000 5738.58 12.6596 21.927 20.673
50000 5735.79 12.6575 21.9235 20.6697
