# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
5000 -3.95672
10000 -3.96004
15000 -3.9617
20000 -3.96519
25000 -3.96531
30000 -3.96702
35000 -3.96862
40000 -3.97241
45000 -3.97412
50000 -3.97487
