# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
5000 -3.97845
10000 -3.98066
15000 -3.98164
20000 -3.98198
25000 -3.98313
30000 -3.98482
35000 -3.98513
40000 -3.98518
45000 -3.98575
50000 -3.98665
