# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
5000 -3.96959
10000 -3.97528
15000 -3.97759
20000 -3.98009
25000 -3.97985
30000 -3.97969
35000 -3.9796
40000 -3.9798
45000 -3.98004
50000 -3.97946
