# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
5000 -3.92905
10000 -3.93236
15000 -3.93577
20000 -3.93752
25000 -3.94097
30000 -3.94326
35000 -3.94467
40000 -3.94612
45000 -3.95117
50000 -3.95295
