# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
5000 -4.00726
10000 -4.01104
15000 -4.01586
20000 -4.01945
25000 -4.02353
30000 -4.02773
35000 -4.03019
40000 -4.02894
45000 -4.03058
50000 -4.03346
