# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
5000 -3.97687
10000 -3.97793
15000 -3.97874
20000 -3.97942
25000 -3.97992
30000 -3.98014
35000 -3.98085
40000 -3.98099
45000 -3.98244
50000 -3.98413
