# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
5000 -3.93456
10000 -3.93289
15000 -3.93511
20000 -3.93651
25000 -3.94018
30000 -3.94119
35000 -3.94152
40000 -3.94151
45000 -3.9418
50000 -3.9453
