# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
5000 -3.92426
10000 -3.93197
15000 -3.93642
20000 -3.93929
25000 -3.94463
30000 -3.94781
35000 -3.95213
40000 -3.95477
45000 -3.95442
50000 -3.95433
