# Time-averaged data for fix ave_vol
# TimeStep v_vol_step v_lx_step v_ly_step v_lz_step
5000 12944.3 23.4797 23.4797 23.4797
10000 12905.2 23.456 23.456 23.456
15000 12897 23.451 23.451 23.451
20000 12905.4 23.4561 23.4561 23.4561
25000 12893.3 23.4488 23.4488 23.4488
30000 12869.4 23.4343 23.4343 23.4343
35000 12851.5 23.4234 23.4234 23.4234
40000 12870.5 23.435 23.435 23.435
45000 12814.7 23.4011 23.4011 23.4011
50000 12798 23.3909 23.3909 23.3909
