# Time-averaged data for fix ave_vol
# TimeStep v_vol_step v_lx_step v_ly_step v_lz_step
5000 6507.38 13.2014 22.8655 21.5578
10000 6493.87 13.1922 22.8496 21.5428
15000 6477.37 13.1811 22.8303 21.5246
20000 6467.45 13.1743 22.8186 21.5136
25000 6492.83 13.1915 22.8484 21.5417
30000 6480.93 13.1835 22.8344 21.5285
35000 6492.29 13.1912 22.8478 21.5411
40000 6500.25 13.1966 22.8571 21.5499
45000 6464.86 13.1726 22.8156 21.5107
50000 6433.46 13.1512 22.7786 21.4758
