# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
5000 -3.88461
10000 -3.88574
15000 -3.88668
20000 -3.88731
25000 -3.88785
30000 -3.88846
35000 -3.8893
40000 -3.88986
45000 -3.89006
50000 -3.89045
