# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
5000 -3.92085
10000 -3.92294
15000 -3.9241
20000 -3.92458
25000 -3.92464
30000 -3.92532
35000 -3.92471
40000 -3.92505
45000 -3.92502
50000 -3.92519
