# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
5000 -3.93673
10000 -3.94309
15000 -3.94471
20000 -3.94659
25000 -3.94988
30000 -3.95318
35000 -3.95589
40000 -3.96002
45000 -3.96489
50000 -3.96861
