# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
5000 -3.91119
10000 -3.91015
15000 -3.91181
20000 -3.90989
25000 -3.91069
30000 -3.90964
35000 -3.91426
40000 -3.91379
45000 -3.91515
50000 -3.91367
