# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
5000 -4.94965
10000 -4.94991
15000 -4.9495
20000 -4.95049
25000 -4.95048
30000 -4.94923
35000 -4.95046
40000 -4.95034
45000 -4.95042
50000 -4.95066
