# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
5000 -4.91846
10000 -4.91733
15000 -4.91773
20000 -4.91934
25000 -4.92371
30000 -4.92319
35000 -4.92445
40000 -4.92717
45000 -4.93048
50000 -4.93021
