# Time-averaged data for fix ave_vol
# TimeStep v_vol_step v_lx_step v_ly_step v_lz_step
5000 5272.32 12.307 21.3163 20.0972
10000 5279.89 12.3129 21.3265 20.1069
15000 5280.79 12.3136 21.3278 20.108
20000 5280.98 12.3137 21.328 20.1082
25000 5279.04 12.3122 21.3254 20.1058
30000 5274.85 12.309 21.3198 20.1005
35000 5274.62 12.3088 21.3194 20.1002
40000 5274.36 12.3086 21.3191 20.0998
45000 5275.46 12.3094 21.3206 20.1012
50000 5276.72 12.3104 21.3223 20.1028
