# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
5000 -4.90466
10000 -4.9063
15000 -4.90923
20000 -4.91032
25000 -4.91172
30000 -4.9143
35000 -4.9136
40000 -4.91505
45000 -4.91356
50000 -4.91394
