# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
5000 -4.24622
10000 -4.25108
15000 -4.25252
20000 -4.25325
25000 -4.26035
30000 -4.26607
35000 -4.26596
40000 -4.26541
45000 -4.26797
50000 -4.2784
