# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
5000 -4.25994
10000 -4.25955
15000 -4.26058
20000 -4.26058
25000 -4.26038
30000 -4.2594
35000 -4.25941
40000 -4.26001
45000 -4.26311
50000 -4.26462
