# Time-averaged data for fix ave_vol
# TimeStep v_vol_step v_lx_step v_ly_step v_lz_step
5000 5651.24 12.595 21.8152 20.5676
10000 5638.85 12.5858 21.7993 20.5526
15000 5631.39 12.5803 21.7896 20.5435
20000 5632.4 12.581 21.7909 20.5447
25000 5631.61 12.5804 21.7899 20.5438
30000 5632.24 12.5809 21.7907 20.5445
35000 5594.71 12.5529 21.7422 20.4988
40000 5587.73 12.5477 21.7332 20.4903
45000 5581.47 12.543 21.7251 20.4826
50000 5578.43 12.5407 21.7211 20.4789
