# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
5000 -4.20274
10000 -4.20248
15000 -4.20273
20000 -4.20262
25000 -4.20261
30000 -4.20316
35000 -4.20289
40000 -4.2036
45000 -4.20361
50000 -4.20426
