# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
5000 -4.1908
10000 -4.19085
15000 -4.19051
20000 -4.19005
25000 -4.19094
30000 -4.19096
35000 -4.19095
40000 -4.19011
45000 -4.19076
50000 -4.19037
