# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
5000 -4.16892
10000 -4.16842
15000 -4.16889
20000 -4.17127
25000 -4.17162
30000 -4.17039
35000 -4.17192
40000 -4.17247
45000 -4.17468
50000 -4.17741
