# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
5000 -4.26684
10000 -4.27012
15000 -4.27183
20000 -4.27441
25000 -4.281
30000 -4.28591
35000 -4.28582
40000 -4.28656
45000 -4.28755
50000 -4.2877
