# Time-averaged data for fix ave_vol
# TimeStep v_vol_step v_lx_step v_ly_step v_lz_step
5000 4854.32 11.9728 20.7374 19.5514
10000 4853.92 11.9724 20.7368 19.5509
15000 4851.67 11.9706 20.7336 19.5479
20000 4848.71 11.9681 20.7294 19.5439
25000 4851.22 11.9702 20.733 19.5473
30000 4855.49 11.9737 20.7391 19.553
35000 4855.14 11.9734 20.7386 19.5525
40000 4853.88 11.9724 20.7368 19.5508
45000 4848.1 11.9676 20.7286 19.5431
50000 4849.79 11.969 20.731 19.5454
