# Time-averaged data for fix ave_vol
# TimeStep v_vol_step v_lx_step v_ly_step v_lz_step
5000 4766.89 11.9004 20.6122 19.4333
10000 4766.45 11.9001 20.6115 19.4327
15000 4766.65 11.9002 20.6118 19.433
20000 4768.87 11.9021 20.615 19.436
25000 4761.03 11.8956 20.6037 19.4254
30000 4755.8 11.8912 20.5962 19.4183
35000 4757.15 11.8923 20.5981 19.4201
40000 4755.99 11.8914 20.5964 19.4185
45000 4755.95 11.8913 20.5964 19.4185
50000 4755.63 11.8911 20.5959 19.418
