# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
5000 -4.49949
10000 -4.50052
15000 -4.50024
20000 -4.50056
25000 -4.50051
30000 -4.50121
35000 -4.50084
40000 -4.5009
45000 -4.50092
50000 -4.50027
