# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
5000 -4.45617
10000 -4.45551
15000 -4.4553
20000 -4.45536
25000 -4.45601
30000 -4.45564
35000 -4.45531
40000 -4.45534
45000 -4.45481
50000 -4.45527
