# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
5000 -4.83694
10000 -4.83694
15000 -4.83705
20000 -4.83681
25000 -4.83673
30000 -4.83716
35000 -4.83702
40000 -4.83686
45000 -4.83697
50000 -4.83686
