# Time-averaged data for fix ave_vol
# TimeStep v_vol_step v_lx_step v_ly_step v_lz_step
5000 5295.75 12.3252 21.3479 20.127
10000 5296.04 12.3254 21.3483 20.1273
15000 5295.15 12.3247 21.3471 20.1262
20000 5295.85 12.3253 21.348 20.1271
25000 5293.55 12.3235 21.3449 20.1242
30000 5287.32 12.3187 21.3365 20.1163
35000 5285.02 12.3169 21.3334 20.1133
40000 5282.54 12.3149 21.3301 20.1102
45000 5279.42 12.3125 21.3259 20.1062
50000 5279.12 12.3123 21.3255 20.1059
