# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
5000 -4.46465
10000 -4.46602
15000 -4.46648
20000 -4.4741
25000 -4.738
30000 -4.75638
35000 -4.76108
40000 -4.76183
45000 -4.76219
50000 -4.76276
