# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
5000 -4.74394
10000 -4.74408
15000 -4.74448
20000 -4.74357
25000 -4.74512
30000 -4.7454
35000 -4.74548
40000 -4.74549
45000 -4.74596
50000 -4.74605
