# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
5000 -4.75845
10000 -4.75861
15000 -4.75843
20000 -4.75842
25000 -4.75892
30000 -4.75916
35000 -4.76126
40000 -4.7614
45000 -4.76114
50000 -4.76095
