# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
5000 -4.71321
10000 -4.71435
15000 -4.7135
20000 -4.71565
25000 -4.71502
30000 -4.72032
35000 -4.72187
40000 -4.72446
45000 -4.72727
50000 -4.72655
