# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
5000 -4.52398
10000 -4.52761
15000 -4.53186
20000 -4.53241
25000 -4.53658
30000 -4.53831
35000 -4.54206
40000 -4.54344
45000 -4.545
50000 -4.54602
